t,frame,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z
6.165933,366,-7.794,-62.661,-47.058,-0.175456,0.000677,0.126098
6.182734,367,6.883,-62.704,-23.706,0.126142,-0.008062,0.06779
6.199534,368,-2.348,-60.006,-21.975,-0.065969,-0.001737,0.00042
6.216334,369,-0.581,-49.443,-41.554,-0.063664,-0.015234,-0.231022
6.233135,370,4.417,-68.355,-27.553,0.066519,0.017798,0.13019
6.249935,371,6.12,-45.732,-48.705,0.049748,0.004434,-0.368676
6.266736,372,-5.33,-62.659,-32.232,-0.156378,0.003499,-0.013415
6.300336,373,0.886,-68.882,-26.701,-0.033491,0.025696,0.071382
6.317137,374,2.029,-58.815,-32.63,-0.030805,0.019702,-0.151926
6.333937,375,4.338,-72.063,-28.417,0.018154,0.015438,0.099963
